,,,,,,,,,,,
,Wholesaler ID,Date of Purchase,Month,Product Type,Capacity (ml),Quantity Purchased,ZIP,City,Manager ID,Manager Name,Q3 - 2020 Goals
,R00031,1/19/2020,1/31/2020,Pulp Orange 500ml,500ml,57,60000111,Agra,10011,Rakesh S,"170,000"
,R00031,1/19/2020,1/31/2020,Pulp Orange 2000ml,2000ml,15,60000111,Agra,10011,Rakesh S,"170,000"
,R00032,1/19/2020,1/31/2020,Pulp Orange 500ml,500ml,115,60593792,Amritsar,10012,Kalpana K,"200,000"
,R00035,1/19/2020,1/31/2020,Pulp Orange 2000ml,2000ml,21,64105993,Gangtok,10015,Rahul S,"235,000"
,R00037,1/19/2020,1/31/2020,Pulp Orange 500ml,500ml,53,68510841,Mumbai,10017,Vishwa P,"190,000"
,R00037,1/19/2020,1/31/2020,Pulp Orange 250ml,250ml,90,68510841,Mumbai,10017,Vishwa P,"190,000"
,R00040,1/19/2020,1/31/2020,Pulp Orange 1000ml,1000ml,63,71330131,Hyderabad,10020,Abhishek S,"250,000"
,R00042,1/19/2020,1/31/2020,Pulp Orange 500ml,500ml,25,73710945,Amritsar,10012,Kalpana K,"200,000"
,R00044,1/19/2020,1/31/2020,Pulp Orange 1000ml,1000ml,270,75200141,Durgapur ,10014,Taran S,"170,000"
,R00045,1/19/2020,1/31/2020,Pulp Orange 1000ml,1000ml,78,76901001,Gangtok,10015,Rahul S,"235,000"
,R00048,1/19/2020,1/31/2020,Pulp Orange 500ml,500ml,61,80002547,Chennai ,10018,Ankit J,"180,000"
,R00050,1/19/2020,1/31/2020,Pulp Orange 2000ml,2000ml,48,83401402,Hyderabad,10020,Abhishek S,"250,000"
,R00050,1/19/2020,1/31/2020,Pulp Orange 1000ml,1000ml,20,83401402,Hyderabad,10020,Abhishek S,"250,000"
,R00003,1/20/2020,1/31/2020,Pulp Orange 250ml,250ml,92,16004529,Chandigarh,10013,Ram S,"225,000"
,R00014,1/20/2020,1/31/2020,Pulp Orange 250ml,250ml,39,36000198,Durgapur ,10014,Taran S,"170,000"
,R00018,1/20/2020,1/31/2020,Pulp Orange 2000ml,2000ml,112,39058313,Chennai ,10018,Ankit J,"180,000"
,R00020,1/20/2020,1/31/2020,Pulp Orange 2000ml,2000ml,15,40300001,Hyderabad,10020,Abhishek S,"250,000"
,R00024,1/20/2020,1/31/2020,Pulp Orange 1000ml,1000ml,20,50004672,Durgapur ,10014,Taran S,"170,000"
,R00025,1/20/2020,1/31/2020,Pulp Orange 500ml,500ml,114,51739701,Gangtok,10015,Rahul S,"235,000"
,R00026,1/20/2020,1/31/2020,Pulp Orange 250ml,250ml,53,52095731,Goa,10016,Kirti S,"145,000"
,R00026,1/20/2020,1/31/2020,Pulp Orange 1000ml,1000ml,97,52095731,Goa,10016,Kirti S,"145,000"
,R00027,1/20/2020,1/31/2020,Pulp Orange 1000ml,1000ml,86,53046792,Mumbai,10017,Vishwa P,"190,000"
,R00035,1/20/2020,1/31/2020,Pulp Orange 2000ml,2000ml,97,64105993,Gangtok,10015,Rahul S,"235,000"
,R00036,1/20/2020,1/31/2020,Pulp Orange 500ml,500ml,85,68204232,Goa,10016,Kirti S,"145,000"
,R00043,1/20/2020,1/31/2020,Pulp Orange 500ml,500ml,46,75109301,Chandigarh,10013,Ram S,"225,000"
,R00046,1/20/2020,1/31/2020,Pulp Orange 500ml,500ml,65,78140921,Goa,10016,Kirti S,"145,000"
,R00047,1/20/2020,1/31/2020,Pulp Orange 1000ml,1000ml,445,79300140,Mumbai,10017,Vishwa P,"190,000"
,R00047,1/20/2020,1/31/2020,Pulp Orange 2000ml,2000ml,114,79300140,Mumbai,10017,Vishwa P,"190,000"
,R00048,1/20/2020,1/31/2020,Pulp Orange 1000ml,1000ml,112,80002547,Chennai ,10018,Ankit J,"180,000"
,R00002,1/21/2020,1/31/2020,Pulp Orange 500ml,500ml,89,14793702,Amritsar,10012,Kalpana K,"200,000"
,R00003,1/21/2020,1/31/2020,Pulp Orange 2000ml,2000ml,20,16004529,Chandigarh,10013,Ram S,"225,000"
,R00009,1/21/2020,1/31/2020,Pulp Orange 500ml,500ml,88,24987367,Coimbatore ,10019,Kirti S,"160,000"
,R00009,1/21/2020,1/31/2020,Pulp Orange 2000ml,2000ml,53,24987367,Coimbatore ,10019,Kirti S,"160,000"
,R00013,1/21/2020,1/31/2020,Pulp Orange 250ml,250ml,20,31300589,Chandigarh,10013,Ram S,"225,000"
,R00016,1/21/2020,1/31/2020,Pulp Orange 250ml,250ml,17,38041001,Goa,10016,Kirti S,"145,000"
,R00023,1/21/2020,1/31/2020,Pulp Orange 2000ml,2000ml,67,42275901,Chandigarh,10013,Ram S,"225,000"
,R00024,1/21/2020,1/31/2020,Pulp Orange 250ml,250ml,28,50004672,Durgapur ,10014,Taran S,"170,000"
,R00027,1/21/2020,1/31/2020,Pulp Orange 250ml,250ml,46,53046792,Mumbai,10017,Vishwa P,"190,000"
,R00029,1/21/2020,1/31/2020,Pulp Orange 2000ml,2000ml,113,57039712,Coimbatore ,10019,Kirti S,"160,000"
,R00030,1/21/2020,1/31/2020,Pulp Orange 250ml,250ml,78,57500219,Hyderabad,10020,Abhishek S,"250,000"
,R00034,1/21/2020,1/31/2020,Pulp Orange 2000ml,2000ml,88,62503841,Durgapur ,10014,Taran S,"170,000"
,R00034,1/21/2020,1/31/2020,Pulp Orange 2000ml,2000ml,45,62503841,Durgapur ,10014,Taran S,"170,000"
,R00042,1/21/2020,1/31/2020,Pulp Orange 500ml,500ml,54,73710945,Amritsar,10012,Kalpana K,"200,000"
,R00046,1/21/2020,1/31/2020,Pulp Orange 500ml,500ml,103,78140921,Goa,10016,Kirti S,"145,000"
,R00047,1/21/2020,1/31/2020,Pulp Orange 1000ml,1000ml,78,79300140,Mumbai,10017,Vishwa P,"190,000"
,R00048,1/21/2020,1/31/2020,Pulp Orange 2000ml,2000ml,85,80002547,Chennai ,10018,Ankit J,"180,000"
,R00003,1/22/2020,1/31/2020,Pulp Orange 500ml,500ml,88,16004529,Chandigarh,10013,Ram S,"225,000"
,R00009,1/22/2020,1/31/2020,Pulp Orange 500ml,500ml,21,24987367,Coimbatore ,10019,Kirti S,"160,000"
,R00012,1/22/2020,1/31/2020,Pulp Orange 1000ml,1000ml,69,30257831,Amritsar,10012,Kalpana K,"200,000"
,R00013,1/22/2020,1/31/2020,Pulp Orange 1000ml,1000ml,72,31300589,Chandigarh,10013,Ram S,"225,000"
,R00016,1/22/2020,1/31/2020,Pulp Orange 2000ml,2000ml,56,38041001,Goa,10016,Kirti S,"145,000"
,R00022,1/22/2020,1/31/2020,Pulp Orange 2000ml,2000ml,18,41145792,Amritsar,10012,Kalpana K,"200,000"
,R00027,1/22/2020,1/31/2020,Pulp Orange 2000ml,2000ml,500,53046792,Mumbai,10017,Vishwa P,"190,000"
,R00033,1/22/2020,1/31/2020,Pulp Orange 250ml,250ml,37,62047108,Chandigarh,10013,Ram S,"225,000"
,R00034,1/22/2020,1/31/2020,Pulp Orange 1000ml,1000ml,98,62503841,Durgapur ,10014,Taran S,"170,000"
,R00039,1/22/2020,1/31/2020,Pulp Orange 250ml,250ml,44,71321390,Coimbatore ,10019,Kirti S,"160,000"
,R00047,1/22/2020,1/31/2020,Pulp Orange 500ml,500ml,56,79300140,Mumbai,10017,Vishwa P,"190,000"
,R00002,1/23/2020,1/31/2020,Pulp Orange 1000ml,1000ml,44,14793702,Amritsar,10012,Kalpana K,"200,000"
,R00005,1/23/2020,1/31/2020,Pulp Orange 250ml,250ml,68,22187493,Gangtok,10015,Rahul S,"235,000"
,R00012,1/23/2020,1/31/2020,Pulp Orange 1000ml,1000ml,64,30257831,Amritsar,10012,Kalpana K,"200,000"
,R00017,1/23/2020,1/31/2020,Pulp Orange 250ml,250ml,95,39010098,Mumbai,10017,Vishwa P,"190,000"
,R00017,1/23/2020,1/31/2020,Pulp Orange 2000ml,2000ml,340,39010098,Mumbai,10017,Vishwa P,"190,000"
,R00020,1/23/2020,1/31/2020,Pulp Orange 1000ml,1000ml,108,40300001,Hyderabad,10020,Abhishek S,"250,000"
,R00021,1/23/2020,1/31/2020,Pulp Orange 2000ml,2000ml,61,40341999,Agra,10011,Rakesh S,"170,000"
,R00024,1/23/2020,1/31/2020,Pulp Orange 2000ml,2000ml,96,50004672,Durgapur ,10014,Taran S,"170,000"
,R00026,1/23/2020,1/31/2020,Pulp Orange 500ml,500ml,61,52095731,Goa,10016,Kirti S,"145,000"
,R00030,1/23/2020,1/31/2020,Pulp Orange 250ml,250ml,56,57500219,Hyderabad,10020,Abhishek S,"250,000"
,R00034,1/23/2020,1/31/2020,Pulp Orange 1000ml,1000ml,167,62503841,Durgapur ,10014,Taran S,"170,000"
,R00035,1/23/2020,1/31/2020,Pulp Orange 500ml,500ml,115,64105993,Gangtok,10015,Rahul S,"235,000"
,R00038,1/23/2020,1/31/2020,Pulp Orange 1000ml,1000ml,116,70003873,Chennai ,10018,Ankit J,"180,000"
,R00040,1/23/2020,1/31/2020,Pulp Orange 1000ml,1000ml,56,71330131,Hyderabad,10020,Abhishek S,"250,000"
,R00044,1/23/2020,1/31/2020,Pulp Orange 500ml,500ml,104,75200141,Durgapur ,10014,Taran S,"170,000"
,R00045,1/23/2020,1/31/2020,Pulp Orange 2000ml,2000ml,30,76901001,Gangtok,10015,Rahul S,"235,000"
,R00049,1/23/2020,1/31/2020,Pulp Orange 2000ml,2000ml,36,83105839,Coimbatore ,10019,Kirti S,"160,000"
,R00005,1/24/2020,1/31/2020,Pulp Orange 1000ml,1000ml,35,22187493,Gangtok,10015,Rahul S,"235,000"
,R00007,1/24/2020,1/31/2020,Pulp Orange 250ml,250ml,29,24394791,Mumbai,10017,Vishwa P,"190,000"
,R00012,1/24/2020,1/31/2020,Pulp Orange 2000ml,2000ml,62,30257831,Amritsar,10012,Kalpana K,"200,000"
,R00017,1/24/2020,1/31/2020,Pulp Orange 500ml,500ml,47,39010098,Mumbai,10017,Vishwa P,"190,000"
,R00019,1/24/2020,1/31/2020,Pulp Orange 2000ml,2000ml,109,40002931,Coimbatore ,10019,Kirti S,"160,000"
,R00019,1/24/2020,1/31/2020,Pulp Orange 2000ml,2000ml,57,40002931,Coimbatore ,10019,Kirti S,"160,000"
,R00020,1/24/2020,1/31/2020,Pulp Orange 2000ml,2000ml,36,40300001,Hyderabad,10020,Abhishek S,"250,000"
,R00022,1/24/2020,1/31/2020,Pulp Orange 2000ml,2000ml,13,41145792,Amritsar,10012,Kalpana K,"200,000"
,R00026,1/24/2020,1/31/2020,Pulp Orange 500ml,500ml,31,52095731,Goa,10016,Kirti S,"145,000"
,R00029,1/24/2020,1/31/2020,Pulp Orange 250ml,250ml,15,57039712,Coimbatore ,10019,Kirti S,"160,000"
,R00029,1/24/2020,1/31/2020,Pulp Orange 2000ml,2000ml,66,57039712,Coimbatore ,10019,Kirti S,"160,000"
,R00036,1/24/2020,1/31/2020,Pulp Orange 1000ml,1000ml,73,68204232,Goa,10016,Kirti S,"145,000"
,R00036,1/24/2020,1/31/2020,Pulp Orange 500ml,500ml,52,68204232,Goa,10016,Kirti S,"145,000"
,R00037,1/24/2020,1/31/2020,Pulp Orange 2000ml,2000ml,107,68510841,Mumbai,10017,Vishwa P,"190,000"
,R00037,1/24/2020,1/31/2020,Pulp Orange 500ml,500ml,119,68510841,Mumbai,10017,Vishwa P,"190,000"
,R00037,1/24/2020,1/31/2020,Pulp Orange 1000ml,1000ml,116,68510841,Mumbai,10017,Vishwa P,"190,000"
,R00041,1/24/2020,1/31/2020,Pulp Orange 1000ml,1000ml,31,73401300,Agra,10011,Rakesh S,"170,000"
,R00041,1/24/2020,1/31/2020,Pulp Orange 2000ml,2000ml,10,73401300,Agra,10011,Rakesh S,"170,000"
,R00045,1/24/2020,1/31/2020,Pulp Orange 1000ml,1000ml,35,76901001,Gangtok,10015,Rahul S,"235,000"
,R00046,1/24/2020,1/31/2020,Pulp Orange 1000ml,1000ml,52,78140921,Goa,10016,Kirti S,"145,000"
,R00048,1/24/2020,1/31/2020,Pulp Orange 500ml,500ml,24,80002547,Chennai ,10018,Ankit J,"180,000"
,R00003,1/25/2020,1/31/2020,Pulp Orange 2000ml,2000ml,68,16004529,Chandigarh,10013,Ram S,"225,000"
,R00019,1/25/2020,1/31/2020,Pulp Orange 2000ml,2000ml,76,40002931,Coimbatore ,10019,Kirti S,"160,000"
,R00033,1/25/2020,1/31/2020,Pulp Orange 2000ml,2000ml,11,62047108,Chandigarh,10013,Ram S,"225,000"
,R00036,1/25/2020,1/31/2020,Pulp Orange 250ml,250ml,119,68204232,Goa,10016,Kirti S,"145,000"
,R00040,1/25/2020,1/31/2020,Pulp Orange 250ml,250ml,98,71330131,Hyderabad,10020,Abhishek S,"250,000"
,R00044,1/25/2020,1/31/2020,Pulp Orange 2000ml,2000ml,14,75200141,Durgapur ,10014,Taran S,"170,000"
,R00045,1/25/2020,1/31/2020,Pulp Orange 500ml,500ml,40,76901001,Gangtok,10015,Rahul S,"235,000"
,R00010,1/26/2020,1/31/2020,Pulp Orange 2000ml,2000ml,85,26309001,Hyderabad,10020,Abhishek S,"250,000"
,R00013,1/26/2020,1/31/2020,Pulp Orange 250ml,250ml,95,31300589,Chandigarh,10013,Ram S,"225,000"
,R00016,1/26/2020,1/31/2020,Pulp Orange 2000ml,2000ml,23,38041001,Goa,10016,Kirti S,"145,000"
,R00019,1/26/2020,1/31/2020,Pulp Orange 250ml,250ml,45,40002931,Coimbatore ,10019,Kirti S,"160,000"
,R00020,1/26/2020,1/31/2020,Pulp Orange 1000ml,1000ml,107,40300001,Hyderabad,10020,Abhishek S,"250,000"
,R00025,1/26/2020,1/31/2020,Pulp Orange 500ml,500ml,68,51739701,Gangtok,10015,Rahul S,"235,000"
,R00026,1/26/2020,1/31/2020,Pulp Orange 2000ml,2000ml,108,52095731,Goa,10016,Kirti S,"145,000"
,R00029,1/26/2020,1/31/2020,Pulp Orange 2000ml,2000ml,103,57039712,Coimbatore ,10019,Kirti S,"160,000"
,R00035,1/26/2020,1/31/2020,Pulp Orange 250ml,250ml,97,64105993,Gangtok,10015,Rahul S,"235,000"
,R00036,1/26/2020,1/31/2020,Pulp Orange 2000ml,2000ml,97,68204232,Goa,10016,Kirti S,"145,000"
,R00038,1/26/2020,1/31/2020,Pulp Orange 2000ml,2000ml,84,70003873,Chennai ,10018,Ankit J,"180,000"
,R00045,1/26/2020,1/31/2020,Pulp Orange 500ml,500ml,58,76901001,Gangtok,10015,Rahul S,"235,000"
,R00007,1/27/2020,1/31/2020,Pulp Orange 1000ml,1000ml,54,24394791,Mumbai,10017,Vishwa P,"190,000"
,R00009,1/27/2020,1/31/2020,Pulp Orange 250ml,250ml,62,24987367,Coimbatore ,10019,Kirti S,"160,000"
,R00009,1/27/2020,1/31/2020,Pulp Orange 500ml,500ml,113,24987367,Coimbatore ,10019,Kirti S,"160,000"
,R00019,1/27/2020,1/31/2020,Pulp Orange 1000ml,1000ml,28,40002931,Coimbatore ,10019,Kirti S,"160,000"
,R00019,1/27/2020,1/31/2020,Pulp Orange 500ml,500ml,120,40002931,Coimbatore ,10019,Kirti S,"160,000"
,R00025,1/27/2020,1/31/2020,Pulp Orange 250ml,250ml,60,51739701,Gangtok,10015,Rahul S,"235,000"
,R00031,1/27/2020,1/31/2020,Pulp Orange 250ml,250ml,89,60000111,Agra,10011,Rakesh S,"170,000"
,R00034,1/27/2020,1/31/2020,Pulp Orange 250ml,250ml,12,62503841,Durgapur ,10014,Taran S,"170,000"
,R00038,1/27/2020,1/31/2020,Pulp Orange 250ml,250ml,37,70003873,Chennai ,10018,Ankit J,"180,000"
,R00039,1/27/2020,1/31/2020,Pulp Orange 1000ml,1000ml,106,71321390,Coimbatore ,10019,Kirti S,"160,000"
,R00049,1/27/2020,1/31/2020,Pulp Orange 2000ml,2000ml,46,83105839,Coimbatore ,10019,Kirti S,"160,000"
,R00002,1/28/2020,1/31/2020,Pulp Orange 500ml,500ml,30,14793702,Amritsar,10012,Kalpana K,"200,000"
,R00003,1/28/2020,1/31/2020,Pulp Orange 500ml,500ml,111,16004529,Chandigarh,10013,Ram S,"225,000"
,R00015,1/28/2020,1/31/2020,Pulp Orange 500ml,500ml,40,36450915,Gangtok,10015,Rahul S,"235,000"
,R00018,1/28/2020,1/31/2020,Pulp Orange 1000ml,1000ml,79,39058313,Chennai ,10018,Ankit J,"180,000"
,R00031,1/28/2020,1/31/2020,Pulp Orange 500ml,500ml,36,60000111,Agra,10011,Rakesh S,"170,000"
,R00036,1/28/2020,1/31/2020,Pulp Orange 2000ml,2000ml,115,68204232,Goa,10016,Kirti S,"145,000"
,R00039,1/28/2020,1/31/2020,Pulp Orange 500ml,500ml,58,71321390,Coimbatore ,10019,Kirti S,"160,000"
,R00041,1/28/2020,1/31/2020,Pulp Orange 250ml,250ml,90,73401300,Agra,10011,Rakesh S,"170,000"
,R00043,1/28/2020,1/31/2020,Pulp Orange 250ml,250ml,103,75109301,Chandigarh,10013,Ram S,"225,000"
,R00002,1/29/2020,1/31/2020,Pulp Orange 250ml,250ml,59,14793702,Amritsar,10012,Kalpana K,"200,000"
,R00019,1/29/2020,1/31/2020,Pulp Orange 2000ml,2000ml,50,40002931,Coimbatore ,10019,Kirti S,"160,000"
,R00023,1/29/2020,1/31/2020,Pulp Orange 500ml,500ml,120,42275901,Chandigarh,10013,Ram S,"225,000"
,R00029,1/29/2020,1/31/2020,Pulp Orange 1000ml,1000ml,90,57039712,Coimbatore ,10019,Kirti S,"160,000"
,R00031,1/29/2020,1/31/2020,Pulp Orange 2000ml,2000ml,65,60000111,Agra,10011,Rakesh S,"170,000"
,R00031,1/29/2020,1/31/2020,Pulp Orange 2000ml,2000ml,81,60000111,Agra,10011,Rakesh S,"170,000"
,R00032,1/29/2020,1/31/2020,Pulp Orange 2000ml,2000ml,42,60593792,Amritsar,10012,Kalpana K,"200,000"
,R00034,1/29/2020,1/31/2020,Pulp Orange 500ml,500ml,112,62503841,Durgapur ,10014,Taran S,"170,000"
,R00035,1/29/2020,1/31/2020,Pulp Orange 1000ml,1000ml,30,64105993,Gangtok,10015,Rahul S,"235,000"
,R00043,1/29/2020,1/31/2020,Pulp Orange 2000ml,2000ml,44,75109301,Chandigarh,10013,Ram S,"225,000"
,R00048,1/29/2020,1/31/2020,Pulp Orange 2000ml,2000ml,35,80002547,Chennai ,10018,Ankit J,"180,000"
,R00005,1/30/2020,1/31/2020,Pulp Orange 500ml,500ml,114,22187493,Gangtok,10015,Rahul S,"235,000"
,R00005,1/30/2020,1/31/2020,Pulp Orange 1000ml,1000ml,26,22187493,Gangtok,10015,Rahul S,"235,000"
,R00010,1/30/2020,1/31/2020,Pulp Orange 500ml,500ml,102,26309001,Hyderabad,10020,Abhishek S,"250,000"
,R00025,1/30/2020,1/31/2020,Pulp Orange 1000ml,1000ml,49,51739701,Gangtok,10015,Rahul S,"235,000"
,R00038,1/30/2020,1/31/2020,Pulp Orange 250ml,250ml,40,70003873,Chennai ,10018,Ankit J,"180,000"
,R00002,1/31/2020,1/31/2020,Pulp Orange 500ml,500ml,44,14793702,Amritsar,10012,Kalpana K,"200,000"
,R00010,1/31/2020,1/31/2020,Pulp Orange 500ml,500ml,84,26309001,Hyderabad,10020,Abhishek S,"250,000"
,R00026,1/31/2020,1/31/2020,Pulp Orange 500ml,500ml,30,52095731,Goa,10016,Kirti S,"145,000"
,R00032,1/31/2020,1/31/2020,Pulp Orange 2000ml,2000ml,111,60593792,Amritsar,10012,Kalpana K,"200,000"
,R00037,1/31/2020,1/31/2020,Pulp Orange 2000ml,2000ml,46,68510841,Mumbai,10017,Vishwa P,"190,000"
,R00039,1/31/2020,1/31/2020,Pulp Orange 1000ml,1000ml,47,71321390,Coimbatore ,10019,Kirti S,"160,000"
,R00040,1/31/2020,1/31/2020,Pulp Orange 250ml,250ml,111,71330131,Hyderabad,10020,Abhishek S,"250,000"
,R00042,1/31/2020,1/31/2020,Pulp Orange 2000ml,2000ml,48,73710945,Amritsar,10012,Kalpana K,"200,000"
,R00046,1/31/2020,1/31/2020,Pulp Orange 1000ml,1000ml,96,78140921,Goa,10016,Kirti S,"145,000"
,R00048,1/31/2020,1/31/2020,Pulp Orange 1000ml,1000ml,98,80002547,Chennai ,10018,Ankit J,"180,000"
,R00048,1/31/2020,1/31/2020,Pulp Orange 500ml,500ml,28,80002547,Chennai ,10018,Ankit J,"180,000"
,R00049,1/31/2020,1/31/2020,Pulp Orange 250ml,250ml,79,83105839,Coimbatore ,10019,Kirti S,"160,000"
,R00019,2/1/2020,2/29/2020,Pulp Orange 1000ml,1000ml,23,40002931,Coimbatore ,10019,Kirti S,"160,000"
,R00026,2/1/2020,2/29/2020,Pulp Orange 250ml,250ml,67,52095731,Goa,10016,Kirti S,"145,000"
,R00027,2/1/2020,2/29/2020,Pulp Orange 250ml,250ml,21,53046792,Mumbai,10017,Vishwa P,"190,000"
,R00029,2/1/2020,2/29/2020,Pulp Orange 1000ml,1000ml,88,57039712,Coimbatore ,10019,Kirti S,"160,000"
,R00035,2/1/2020,2/29/2020,Pulp Orange 500ml,500ml,114,64105993,Gangtok,10015,Rahul S,"235,000"
,R00036,2/1/2020,2/29/2020,Pulp Orange 2000ml,2000ml,75,68204232,Goa,10016,Kirti S,"145,000"
,R00043,2/1/2020,2/29/2020,Pulp Orange 1000ml,1000ml,18,75109301,Chandigarh,10013,Ram S,"225,000"
,R00047,2/1/2020,2/29/2020,Pulp Orange 2000ml,2000ml,111,79300140,Mumbai,10017,Vishwa P,"190,000"
,R00003,2/2/2020,2/29/2020,Pulp Orange 1000ml,1000ml,109,16004529,Chandigarh,10013,Ram S,"225,000"
,R00013,2/2/2020,2/29/2020,Pulp Orange 1000ml,1000ml,79,31300589,Chandigarh,10013,Ram S,"225,000"
,R00021,2/2/2020,2/29/2020,Pulp Orange 250ml,250ml,46,40341999,Agra,10011,Rakesh S,"170,000"
,R00022,2/2/2020,2/29/2020,Pulp Orange 500ml,500ml,32,41145792,Amritsar,10012,Kalpana K,"200,000"
,R00024,2/2/2020,2/29/2020,Pulp Orange 2000ml,2000ml,42,50004672,Durgapur ,10014,Taran S,"170,000"
,R00025,2/2/2020,2/29/2020,Pulp Orange 2000ml,2000ml,13,51739701,Gangtok,10015,Rahul S,"235,000"
,R00025,2/2/2020,2/29/2020,Pulp Orange 2000ml,2000ml,15,51739701,Gangtok,10015,Rahul S,"235,000"
,R00026,2/2/2020,2/29/2020,Pulp Orange 2000ml,2000ml,95,52095731,Goa,10016,Kirti S,"145,000"
,R00032,2/2/2020,2/29/2020,Pulp Orange 500ml,500ml,79,60593792,Amritsar,10012,Kalpana K,"200,000"
,R00033,2/2/2020,2/29/2020,Pulp Orange 1000ml,1000ml,48,62047108,Chandigarh,10013,Ram S,"225,000"
,R00035,2/2/2020,2/29/2020,Pulp Orange 1000ml,1000ml,111,64105993,Gangtok,10015,Rahul S,"235,000"
,R00037,2/2/2020,2/29/2020,Pulp Orange 2000ml,2000ml,97,68510841,Mumbai,10017,Vishwa P,"190,000"
,R00040,2/2/2020,2/29/2020,Pulp Orange 500ml,500ml,18,71330131,Hyderabad,10020,Abhishek S,"250,000"
,R00043,2/2/2020,2/29/2020,Pulp Orange 2000ml,2000ml,89,75109301,Chandigarh,10013,Ram S,"225,000"
,R00044,2/2/2020,2/29/2020,Pulp Orange 500ml,500ml,80,75200141,Durgapur ,10014,Taran S,"170,000"
,R00045,2/2/2020,2/29/2020,Pulp Orange 2000ml,2000ml,62,76901001,Gangtok,10015,Rahul S,"235,000"
,R00050,2/2/2020,2/29/2020,Pulp Orange 250ml,250ml,58,83401402,Hyderabad,10020,Abhishek S,"250,000"
,R00050,2/2/2020,2/29/2020,Pulp Orange 500ml,500ml,41,83401402,Hyderabad,10020,Abhishek S,"250,000"
,R00002,2/3/2020,2/29/2020,Pulp Orange 1000ml,1000ml,61,14793702,Amritsar,10012,Kalpana K,"200,000"
,R00002,2/3/2020,2/29/2020,Pulp Orange 2000ml,2000ml,95,14793702,Amritsar,10012,Kalpana K,"200,000"
,R00002,2/3/2020,2/29/2020,Pulp Orange 500ml,500ml,76,14793702,Amritsar,10012,Kalpana K,"200,000"
,R00003,2/3/2020,2/29/2020,Pulp Orange 250ml,250ml,81,16004529,Chandigarh,10013,Ram S,"225,000"
,R00013,2/3/2020,2/29/2020,Pulp Orange 2000ml,2000ml,112,31300589,Chandigarh,10013,Ram S,"225,000"
,R00013,2/3/2020,2/29/2020,Pulp Orange 500ml,500ml,111,31300589,Chandigarh,10013,Ram S,"225,000"
,R00015,2/3/2020,2/29/2020,Pulp Orange 250ml,250ml,68,36450915,Gangtok,10015,Rahul S,"235,000"
,R00016,2/3/2020,2/29/2020,Pulp Orange 500ml,500ml,55,38041001,Goa,10016,Kirti S,"145,000"
,R00024,2/3/2020,2/29/2020,Pulp Orange 250ml,250ml,61,50004672,Durgapur ,10014,Taran S,"170,000"
,R00035,2/3/2020,2/29/2020,Pulp Orange 1000ml,1000ml,119,64105993,Gangtok,10015,Rahul S,"235,000"
,R00037,2/3/2020,2/29/2020,Pulp Orange 500ml,500ml,98,68510841,Mumbai,10017,Vishwa P,"190,000"
,R00039,2/3/2020,2/29/2020,Pulp Orange 2000ml,2000ml,14,71321390,Coimbatore ,10019,Kirti S,"160,000"
,R00041,2/3/2020,2/29/2020,Pulp Orange 250ml,250ml,11,73401300,Agra,10011,Rakesh S,"170,000"
,R00045,2/3/2020,2/29/2020,Pulp Orange 250ml,250ml,24,76901001,Gangtok,10015,Rahul S,"235,000"
,R00046,2/3/2020,2/29/2020,Pulp Orange 500ml,500ml,63,78140921,Goa,10016,Kirti S,"145,000"
,R00046,2/3/2020,2/29/2020,Pulp Orange 500ml,500ml,12,78140921,Goa,10016,Kirti S,"145,000"
,R00048,2/3/2020,2/29/2020,Pulp Orange 1000ml,1000ml,15,80002547,Chennai ,10018,Ankit J,"180,000"
,R00048,2/3/2020,2/29/2020,Pulp Orange 500ml,500ml,54,80002547,Chennai ,10018,Ankit J,"180,000"
,R00005,2/4/2020,2/29/2020,Pulp Orange 250ml,250ml,94,22187493,Gangtok,10015,Rahul S,"235,000"
,R00009,2/4/2020,2/29/2020,Pulp Orange 1000ml,1000ml,23,24987367,Coimbatore ,10019,Kirti S,"160,000"
,R00010,2/4/2020,2/29/2020,Pulp Orange 250ml,250ml,44,26309001,Hyderabad,10020,Abhishek S,"250,000"
,R00014,2/4/2020,2/29/2020,Pulp Orange 2000ml,2000ml,119,36000198,Durgapur ,10014,Taran S,"170,000"
,R00020,2/4/2020,2/29/2020,Pulp Orange 1000ml,1000ml,91,40300001,Hyderabad,10020,Abhishek S,"250,000"
,R00020,2/4/2020,2/29/2020,Pulp Orange 250ml,250ml,117,40300001,Hyderabad,10020,Abhishek S,"250,000"
,R00023,2/4/2020,2/29/2020,Pulp Orange 2000ml,2000ml,86,42275901,Chandigarh,10013,Ram S,"225,000"
,R00024,2/4/2020,2/29/2020,Pulp Orange 250ml,250ml,71,50004672,Durgapur ,10014,Taran S,"170,000"
,R00025,2/4/2020,2/29/2020,Pulp Orange 250ml,250ml,117,51739701,Gangtok,10015,Rahul S,"235,000"
,R00030,2/4/2020,2/29/2020,Pulp Orange 250ml,250ml,10,57500219,Hyderabad,10020,Abhishek S,"250,000"
,R00039,2/4/2020,2/29/2020,Pulp Orange 2000ml,2000ml,15,71321390,Coimbatore ,10019,Kirti S,"160,000"
,R00040,2/4/2020,2/29/2020,Pulp Orange 2000ml,2000ml,102,71330131,Hyderabad,10020,Abhishek S,"250,000"
,R00049,2/4/2020,2/29/2020,Pulp Orange 250ml,250ml,86,83105839,Coimbatore ,10019,Kirti S,"160,000"
